hotel_code,hotel_name,address,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
HILTON-63-4,Hampton Inn & Suites Buffalo,"Montrose, CO, US",+1 307-684-8899,Rating: 4.8 out of 5.0,"Located at the crossroads of I-90, I-25, and US Highway 16, we’ve got the rugged beauty of Clear Creek and the Big Horn Mountains on our doorstep. Sample the shops and restaurants of the historic downtown neighbourhood, before returning for...",$107,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""2 miles""}, {""place"": ""Lake Desmet"", ""distance"": ""13 miles""}, {""place"": ""Crazy Woman Canyon"", ""distance"": ""18 miles""}, {""place"": ""Hoofprints of the Past Museum"", ""distance"": ""45 miles""}, {""place"": ""Outlaw Cave"", ""distance"": ""58 miles""}, {""place"": ""Cloud Peak Wilderness Area"", ""distance"": ""60 miles""}]","[{""airport"": ""Sheridan County Airport"", ""distance"": ""40 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:28:27.830745
HILTON-63-5,DoubleTree by Hilton Hotel Durango,,+1 970-259-6580,Rating: 4.3 out of 5.0,"Find us on the banks of the Animas River. Historic Downtown Durango and the Durango & Silverton Narrow Gauge Railroad are a five-minute walk from us. Outdoor adventure is 10 miles away in the San Juan National Forest, home to Colorado's...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 350 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - $14.00 / night"", ""Pets"": ""Pets allowed, $40.00 non-refundable fee, Fee is per day. Pets must be attended at all times. No pets will be allowed into a Pure / Wellness room. A $600.00 fee will be applied.""}","{""Pets"": ""Pets allowed, $40.00 non-refundable fee, Fee is per day. Pets must be attended at all times. No pets will be allowed into a Pure / Wellness room. A $600.00 fee will be applied.""}","{""Parking"": ""Self parking - $14.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""EV charging"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Fort Lewis College"", ""distance"": ""1 mile""}, {""place"": ""Purgatory Mountain Ski Resort"", ""distance"": ""20 miles""}, {""place"": ""Mesa Verde National Park"", ""distance"": ""40 miles""}]","[{""airport"": ""Durango-La Plata County Airport"", ""distance"": ""14 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Albuquerque International Airport"", ""distance"": ""220 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:28:46.741207
HILTON-63-6,Hampton Inn & Suites by Hilton Durango Downtown Area,,+1 970-335-8990,,"Located in Downtown Durango, we provide access to many restaurants and attractions including Durango & Silverton Narrow Gauge Railroad. Animas River Trail is four minutes away, and Mesa Verde National Park is a 38-minute drive. Enjoy free...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Streaming entertainment"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center""]","[{""place"": ""City Center"", ""distance"": ""0.25 miles""}, {""place"": ""Historic Downtown Durango"", ""distance"": ""0.25 miles""}, {""place"": ""Durango & Silverton Narrow Gauge Ra"", ""distance"": ""0.30 miles""}, {""place"": ""Animas River Trail"", ""distance"": ""0.50 miles""}, {""place"": ""Pine River Trail"", ""distance"": ""1 mile""}, {""place"": ""Rafting on the Animas River"", ""distance"": ""1 mile""}]","[{""airport"": ""Durango-La Plata County Airport"", ""distance"": ""15 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Albuquerque International Airport"", ""distance"": ""219 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:29:16.033533
HILTON-63-7,Hampton Inn Durango,,+1 970-247-2600,Rating: 4.3 out of 5.0,"Close to all the adventure, our hotel is located on Main Ave just minutes from historic downtown Durango. Durango & Silverton Narrow Gauge Railroad is three miles away and we’re two blocks from access to The Animas River Trail. Mesa Verde...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to $250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, No Deposit Required. $75 for 1-4 nights, $125 5+ nights, 2 pets max, dogs & cats only.""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, No Deposit Required. $75 for 1-4 nights, $125 5+ nights, 2 pets max, dogs & cats only.""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Indoor pool"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""Fishing"", ""distance"": ""0.10 miles""}, {""place"": ""Jeep tours"", ""distance"": ""1 mile""}, {""place"": ""Mountain Bike Riding/Trails"", ""distance"": ""1 mile""}, {""place"": ""River rafting"", ""distance"": ""1 mile""}, {""place"": ""Rodeo"", ""distance"": ""1 mile""}, {""place"": ""Tennis"", ""distance"": ""1 mile""}]","[{""airport"": ""Durango-La Plata County Airport"", ""distance"": ""25 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:29:48.205571
HILTON-63-8,"Homewood Suites by Hilton® Durango, CO",,+1 970-259-2996,Rating: 4.6 out of 5.0,"We're off Highway 550, a short walk from the Animas River. Shopping at Durango Town Center is a short drive away and we're six minutes from historic downtown Durango. San Juan National Forest is eight miles from our door. Enjoy your...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Extended Stay"", ""In-Room Kitchen"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""2.50 miles""}, {""place"": ""Durango-Silverton Narrow Gauge Railroad"", ""distance"": ""2.50 miles""}, {""place"": ""Durango Mountain Resort"", ""distance"": ""30 miles""}, {""place"": ""Mesa Verde National Park"", ""distance"": ""38 miles""}]","[{""airport"": ""Durango-La Plata County Airport"", ""distance"": ""13 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Farmington Regional Airport"", ""distance"": ""49 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Albuquerque International Airport"", ""distance"": ""215 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:30:13.039975
HILTON-63-9,Hampton Inn Glenwood Springs,,+1 970-947-9400,Rating: 4.3 out of 5.0,"Conveniently off I-70, we’re less than a mile from Aspen Research Group, Colorado Mountain College, and the rejuvenating Glenwood Hot Springs. Local dining is within a half-mile, Sunlight Mountain Ski Resort is just 13 miles away, and Aspen...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - $10.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - $10.00 / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms""]","[{""place"": ""Glenwood Caverns Adventure"", ""distance"": ""0.50 miles""}, {""place"": ""Glenwood Hot Springs & Pool"", ""distance"": ""0.50 miles""}, {""place"": ""Iron Mountain Hot Springs"", ""distance"": ""0.70 miles""}, {""place"": ""Glenwood Springs Golf Club"", ""distance"": ""1 mile""}, {""place"": ""Sunlight Mountain Ski Resort"", ""distance"": ""27 miles""}, {""place"": ""Aspen"", ""distance"": ""40 miles""}]","[{""airport"": ""Eagle County Regional Airport"", ""distance"": ""40 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Aspen-Pitkin County Airport/Sardy Field"", ""distance"": ""45 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Walker Field"", ""distance"": ""90 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:30:44.562007
HILTON-63-10,DoubleTree by Hilton Hotel & Conference Centre Regina,,+1 306-525-6767,Rating: 4.4 out of 5.0,"On the corner of Victoria Avenue and Broad St., our hotel is blocks from downtown Regina. We're within five minutes of Cornwall Centre shopping, Casino Regina, and the Royal Saskatchewan Museum. Wascana Centre Park is two kilometers away....",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Canadian Dollar"", ""Parking"": ""Self parking - C$20.00 / night"", ""Pets"": ""Pets allowed, C$35.00 non-refundable fee, 25 kg maximum""}","{""Pets"": ""Pets allowed, C$35.00 non-refundable fee, 25 kg maximum""}","{""Parking"": ""Self parking - C$20.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""EV charging"", ""Streaming entertainment"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""City Hall"", ""distance"": ""0.40 kilometers""}, {""place"": ""Cornwall Centre"", ""distance"": ""0.50 kilometers""}, {""place"": ""Regina Public Library"", ""distance"": ""0.50 kilometers""}, {""place"": ""Museum of Natural History"", ""distance"": ""1.40 kilometers""}, {""place"": ""Wascana Park"", ""distance"": ""1.40 kilometers""}, {""place"": ""Mosaic Stadium"", ""distance"": ""2.40 kilometers""}]","[{""airport"": ""Regina Airport"", ""distance"": ""5 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:31:14.870891
HILTON-63-11,"The Hoffmann Hotel Basalt Aspen, Tapestry Collection by Hilton",,+1 970-340-8000,Rating: 4.3 out of 5.0,"Our waterfront property is between Basalt and Carbondale, offering easy access to year-round outdoor activities. Aspen and Snowmass Village skiing are within 30 minutes, and Glenwood Springs is 20 miles away, with hot springs and Glenwood...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas. Please be advised there are smoking bans at times if the fire levels are high."", ""Parking"": ""Self parking - $15.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 100 lbs maximum, $75(1-4n), $125(5+n) 2pets Max, dog/cat""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 100 lbs maximum, $75(1-4n), $125(5+n) 2pets Max, dog/cat""}","{""Parking"": ""Self parking - $15.00 / night""}","[""Connecting Rooms"", ""Non-smoking rooms"", ""Digital Key"", ""Boutique"", ""Streaming entertainment"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""4 miles""}, {""place"": ""Town of Carbondale"", ""distance"": ""10 miles""}, {""place"": ""Town of Snowmass Village"", ""distance"": ""20 miles""}, {""place"": ""Town of Aspen"", ""distance"": ""25 miles""}, {""place"": ""Town of Glenwood Springs"", ""distance"": ""25 miles""}, {""place"": ""Ruedi Reservoir"", ""distance"": ""30 miles""}]","[{""airport"": ""Aspen-Pitkin County Airport/Sardy Field"", ""distance"": ""20 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Eagle County Regional Airport"", ""distance"": ""47 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:31:37.780607
HILTON-63-12,Hampton Inn & Suites by Hilton Regina East Gate,,+1 306-721-6000,Rating: 4.3 out of 5.0,"We're just off Trans-Canada Highway 1, five miles from both the University of Regina and scenic lakeside walks at the Wascana Centre. It's six miles to Regina's activity hub where you'll find Mosaic Stadium, Queensbury Convention Centre,...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Canadian Dollar"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, C$70.00 non-refundable fee, 75 lbs maximum, CAD$70/stay for 1-4 nights, CAD$100/stay for 5+ nights 2 pets max dogs or cats only""}","{""Pets"": ""Pets allowed, C$70.00 non-refundable fee, 75 lbs maximum, CAD$70/stay for 1-4 nights, CAD$100/stay for 5+ nights 2 pets max dogs or cats only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center""]","[{""place"": ""Casino Regina"", ""distance"": ""6.30 kilometers""}, {""place"": ""City Center"", ""distance"": ""6.50 kilometers""}, {""place"": ""City Center"", ""distance"": ""6.70 kilometers""}, {""place"": ""Wascana Park"", ""distance"": ""10.90 kilometers""}]","[{""airport"": ""Regina Airport"", ""distance"": ""12 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:32:55.955385
HILTON-63-13,Homewood Suites by Hilton Steamboat Springs,,+1 970-439-2800,Rating: 4.6 out of 5.0,"Discover Steamboat Springs town center, nestled near the Rocky Mountains. You’ll be two miles from Steamboat Ski Resort, in the winter, and a 40-minute drive from exploration among the mountains at Steamboat Lake State Park. If you feel...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75 (1-4 Nights), $125 (5+ Nights)""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75 (1-4 Nights), $125 (5+ Nights)""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Ski"", ""Extended Stay"", ""In-Room Kitchen"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""3.10 miles""}]","[{""airport"": ""Yampa Valley Airport"", ""distance"": ""27 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Denver, CO [Denver International Airport], US"", ""distance"": ""203 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:33:20.356457
HILTON-63-14,Hampton Inn & Suites Casper,,+1 307-235-6668,Rating: 4.5 out of 5.0,"Just off I-25, we're the ideal base for exploring the heart of Wyoming. After a free hot breakfast, stroll 15 minutes to the National Historic Trails Interpretive Center, or visit the Nicolaysen Art Museum, two miles from us. Tee off at...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Platte River Walkway"", ""distance"": ""0.01 miles""}, {""place"": ""Biking and Jogging River Trail"", ""distance"": ""0.10 miles""}, {""place"": ""Casper Ghosts' Semi-Pro Baseball"", ""distance"": ""0.10 miles""}, {""place"": ""Casper Planetarium"", ""distance"": ""0.10 miles""}, {""place"": ""Crossroads Softball Park"", ""distance"": ""0.10 miles""}, {""place"": ""Downtown Casper"", ""distance"": ""0.50 miles""}]","[{""airport"": ""Natrona County International Airport"", ""distance"": ""9 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:33:58.899985
HILTON-63-15,Hilton Garden Inn Casper,,+1 307-266-1300,Rating: 4.2 out of 5.0,"Off I-25, we're within a mile of the Casper Events Center, Historic Trails Center, Mike Lansing Field, and Platte River. The UW Casper campus is 10 minutes south, and the Wyoming Medical Center and Casper/Natrona County Airport are within...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""CASPER PLANETARIUM"", ""distance"": ""0.30 miles""}, {""place"": ""Casper Events Center"", ""distance"": ""0.50 miles""}, {""place"": ""Historic Trails Museum"", ""distance"": ""0.50 miles""}, {""place"": ""City Center"", ""distance"": ""1 mile""}, {""place"": ""Eastridge Mall"", ""distance"": ""3 miles""}, {""place"": ""Fort Casper Museum"", ""distance"": ""3 miles""}]","[{""airport"": ""Natrona County International Airport"", ""distance"": ""8.27 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:34:25.324385
